image_path,true_label,predicted_label,confidence,reason,raw_response
openai_vision_pipeline/data/github_raw_500\heart\img_no_26.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_27.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_28.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_29.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_3.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_30.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_31.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_32.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_33.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_34.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_35.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_36.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_37.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_38.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_39.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_4.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_40.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_41.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_42.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_43.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_44.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_45.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_46.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_47.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_48.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_49.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_5.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_50.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_51.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_52.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_53.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_54.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_55.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_56.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_57.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_58.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_59.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_6.jpg,heart,oval,0.85,"The face appears longer than it is wide, with gently rounded features and a narrower chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face appears longer than it is wide, with gently rounded features and a narrower chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_60.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_61.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_62.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_63.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_64.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_65.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_66.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_67.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently tapering chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_68.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_69.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_7.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_70.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_71.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_72.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_73.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_74.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_75.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_76.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_77.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, characteristic of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_78.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_79.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_8.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_80.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_81.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_82.jpg,heart,oval,0.85,"The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.","{
  ""face_shape"": ""oval"",
  ""confidence"": 0.85,
  ""reason"": ""The face has balanced proportions with a slightly wider forehead and a gently rounded chin, typical of an oval shape.""
}"
openai_vision_pipeline/data/github_raw_500\heart\img_no_83.jpg,heart,heart,0.85,"The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.","{
  ""face_shape"": ""heart"",
  ""confidence"": 0.85,
  ""reason"": ""The forehead is wider than the jawline, and the chin is pointed, characteristic of a heart-shaped face.""
}"
